periodname,city,age,career,surveyed,tested positive,tested negative,treatment eligible,treatment
20-Nov,Baltimore,25-29yrs,pilot,,,,,
20-Nov,Baltimore,25-29yrs,farmer,,,,,
20-Nov,Baltimore,25-29yrs,epidemiologist,,,,,
20-Nov,Boston,25-29yrs,pilot,,,,,
20-Nov,Boston,25-29yrs,farmer,,,,,
20-Nov,Chicago,25-29yrs,pilot,,,,,
20-Nov,Chicago,25-29yrs,farmer,,,,,
20-Nov,London,25-29yrs,pilot,,,,,
20-Nov,London,25-29yrs,farmer,,,,,
20-Nov,New York,25-29yrs,surgeon,,,,,
20-Nov,New York,25-29yrs,pilot,,,,,
20-Nov,New York,25-29yrs,farmer,,,,,
20-Nov,New York,25-29yrs,epidemiologist,,,,,
20-Nov,Philadelphia,25-29yrs,surgeon,,,,,
20-Nov,Philadelphia,25-29yrs,pilot,,,,,
20-Nov,Philadelphia,25-29yrs,epidemiologist,,,,,
20-Nov,Tokyo,25-29yrs,pilot,,,,,
20-Nov,Washington D.C.,25-29yrs,pilot,,,,,
20-Nov,Washington D.C.,25-29yrs,farmer,,,,,
20-Nov,Washington D.C.,25-29yrs,epidemiologist,,,,,
20-Oct,Baltimore,25-29yrs,surgeon,,,,,
20-Oct,Baltimore,25-29yrs,pilot,,,,,
20-Oct,Baltimore,25-29yrs,farmer,,,,,
20-Oct,Baltimore,25-29yrs,epidemiologist,,,,,
20-Oct,Boston,25-29yrs,surgeon,,,,,
20-Oct,Boston,25-29yrs,pilot,,,,,
20-Oct,Boston,25-29yrs,farmer,,,,,
20-Oct,Boston,25-29yrs,epidemiologist,,,,,
20-Oct,Chicago,25-29yrs,pilot,,,,,
20-Oct,Chicago,25-29yrs,farmer,,,,,
20-Oct,London,25-29yrs,surgeon,,,,,
20-Oct,London,25-29yrs,astronaut,,,,,
20-Oct,London,25-29yrs,pilot,,,,,
20-Oct,London,25-29yrs,farmer,,,,,
20-Oct,London,25-29yrs,epidemiologist,,,,,
20-Oct,New York,25-29yrs,surgeon,,,,,
20-Oct,New York,25-29yrs,pilot,,,,,
20-Oct,New York,25-29yrs,farmer,,,,,
20-Oct,New York,25-29yrs,epidemiologist,,,,,
20-Oct,Philadelphia,25-29yrs,surgeon,,,,,
20-Oct,Philadelphia,25-29yrs,pilot,,,,,
20-Oct,Philadelphia,25-29yrs,epidemiologist,,,,,
20-Oct,Tokyo,25-29yrs,surgeon,,,,,
20-Oct,Tokyo,25-29yrs,pilot,,,,,
20-Oct,Tokyo,25-29yrs,epidemiologist,,,,,
20-Oct,Washington D.C.,25-29yrs,surgeon,,,,,
20-Oct,Washington D.C.,25-29yrs,pilot,,,,,
20-Oct,Washington D.C.,25-29yrs,farmer,,,,,
20-Oct,Washington D.C.,25-29yrs,epidemiologist,,,,,
21-Sep,Baltimore,30-34yrs,surgeon,,,,,
21-Sep,Baltimore,30-34yrs,pilot,,,,,
21-Sep,Baltimore,30-34yrs,farmer,,,,,
21-Sep,Baltimore,30-34yrs,epidemiologist,,,,,
21-Sep,Boston,30-34yrs,pilot,,,,,
21-Sep,Boston,30-34yrs,farmer,,,,,
21-Sep,Boston,30-34yrs,epidemiologist,,,,,
21-Sep,Chicago,30-34yrs,pilot,,,,,
21-Sep,Chicago,30-34yrs,farmer,,,,,
21-Sep,London,30-34yrs,surgeon,,,4,,
21-Sep,London,30-34yrs,astronaut,,,,,
21-Sep,London,30-34yrs,pilot,,,,,
21-Sep,London,30-34yrs,farmer,,,,,
21-Sep,London,30-34yrs,epidemiologist,,,1,,
21-Sep,New York,30-34yrs,surgeon,,,,,
21-Sep,New York,30-34yrs,pilot,,,,,
21-Sep,New York,30-34yrs,farmer,,,,,
21-Sep,New York,30-34yrs,epidemiologist,,,,,
21-Sep,Philadelphia,30-34yrs,astronaut,,,1,,
21-Sep,Philadelphia,30-34yrs,pilot,,,,,
21-Sep,Philadelphia,30-34yrs,farmer,,,,,
21-Sep,Philadelphia,30-34yrs,epidemiologist,,,,,
21-Sep,Tokyo,30-34yrs,pilot,,,,,
21-Sep,Tokyo,30-34yrs,farmer,,,,,
21-Sep,Tokyo,30-34yrs,epidemiologist,,,,,
21-Sep,Washington D.C.,30-34yrs,astronaut,,,,,
21-Sep,Washington D.C.,30-34yrs,pilot,,,,,
21-Sep,Washington D.C.,30-34yrs,farmer,,,,,
21-Sep,Washington D.C.,30-34yrs,epidemiologist,,,,,
21-Aug,Baltimore,30-34yrs,surgeon,,,,,
21-Aug,Baltimore,30-34yrs,pilot,,,,,
21-Aug,Baltimore,30-34yrs,farmer,,,,,
21-Aug,Baltimore,30-34yrs,epidemiologist,,,,,
21-Aug,Boston,30-34yrs,pilot,,,,,
21-Aug,Boston,30-34yrs,farmer,,,,,
21-Aug,Boston,30-34yrs,epidemiologist,,,,,
21-Aug,Chicago,30-34yrs,pilot,,,,,
21-Aug,Chicago,30-34yrs,farmer,,,,,
21-Aug,Chicago,30-34yrs,epidemiologist,,,,,
21-Aug,London,30-34yrs,surgeon,,,,,
21-Aug,London,30-34yrs,astronaut,,,,,
21-Aug,London,30-34yrs,pilot,,,,,
21-Aug,London,30-34yrs,farmer,,,,,
21-Aug,London,30-34yrs,epidemiologist,,,,,
21-Aug,New York,30-34yrs,pilot,,,,,
21-Aug,Philadelphia,30-34yrs,pilot,,,,,
21-Aug,Philadelphia,30-34yrs,epidemiologist,,,,1,
21-Aug,Tokyo,30-34yrs,pilot,,,,,
21-Aug,Tokyo,30-34yrs,farmer,,,,,
21-Aug,Washington D.C.,30-34yrs,astronaut,,,,,
21-Aug,Washington D.C.,30-34yrs,pilot,,,,,
21-Aug,Washington D.C.,30-34yrs,farmer,,,,,
21-Aug,Washington D.C.,30-34yrs,epidemiologist,,,,,
21-Jul,Baltimore,30-34yrs,surgeon,,,,,
21-Jul,Baltimore,30-34yrs,pilot,,,,,
21-Jul,Baltimore,30-34yrs,farmer,,,,,
21-Jul,Baltimore,30-34yrs,epidemiologist,,,,,
21-Jul,Boston,30-34yrs,pilot,,,,,
21-Jul,Boston,30-34yrs,farmer,,,,,
21-Jul,Boston,30-34yrs,epidemiologist,,,,,
21-Jul,Chicago,30-34yrs,pilot,,,,,
21-Jul,Chicago,30-34yrs,farmer,,,,,
21-Jul,London,30-34yrs,surgeon,,,1,,
21-Jul,London,30-34yrs,astronaut,,,,,
21-Jul,London,30-34yrs,pilot,,,,,
21-Jul,London,30-34yrs,farmer,,,,,
21-Jul,London,30-34yrs,epidemiologist,,,,,
21-Jul,New York,30-34yrs,pilot,,,,,
21-Jul,New York,30-34yrs,epidemiologist,,,,,
21-Jul,Philadelphia,30-34yrs,pilot,,,,,
21-Jul,Philadelphia,30-34yrs,epidemiologist,,,,,
21-Jul,Tokyo,30-34yrs,pilot,,,,,
21-Jul,Tokyo,30-34yrs,farmer,,,,,
21-Jul,Tokyo,30-34yrs,epidemiologist,,,,,
21-Jul,Washington D.C.,30-34yrs,astronaut,,,,,
21-Jul,Washington D.C.,30-34yrs,pilot,,,,,
21-Jul,Washington D.C.,30-34yrs,farmer,,,,,
21-Jul,Washington D.C.,30-34yrs,epidemiologist,,,,,
21-Jun,Baltimore,30-34yrs,surgeon,,,,,
21-Jun,Baltimore,30-34yrs,astronaut,,,1,1,
21-Jun,Baltimore,30-34yrs,pilot,,,,,
21-Jun,Baltimore,30-34yrs,farmer,,,,,
21-Jun,Baltimore,30-34yrs,epidemiologist,,,,,
21-Jun,Boston,30-34yrs,pilot,,,,,
21-Jun,Boston,30-34yrs,farmer,,,,,
21-Jun,Chicago,30-34yrs,pilot,,,,,
21-Jun,Chicago,30-34yrs,farmer,,,,,
21-Jun,London,30-34yrs,astronaut,,,,,
21-Jun,London,30-34yrs,pilot,,,,,
21-Jun,London,30-34yrs,farmer,,,,,
21-Jun,London,30-34yrs,epidemiologist,,,,,
21-Jun,New York,30-34yrs,surgeon,,,,,
21-Jun,New York,30-34yrs,pilot,,,,,
21-Jun,New York,30-34yrs,farmer,,,,,
21-Jun,New York,30-34yrs,epidemiologist,,,,,
21-Jun,Philadelphia,30-34yrs,surgeon,,,,,
21-Jun,Philadelphia,30-34yrs,pilot,,,,,
21-Jun,Philadelphia,30-34yrs,farmer,,,1,1,
21-Jun,Philadelphia,30-34yrs,epidemiologist,,,,,
21-Jun,Tokyo,30-34yrs,pilot,,,,,
21-Jun,Tokyo,30-34yrs,farmer,,,,,
21-Jun,Tokyo,30-34yrs,epidemiologist,,,,,
21-Jun,Washington D.C.,30-34yrs,surgeon,,,,,
21-Jun,Washington D.C.,30-34yrs,astronaut,,,,,
21-Jun,Washington D.C.,30-34yrs,pilot,,,,,
21-Jun,Washington D.C.,30-34yrs,farmer,,,,,
21-Jun,Washington D.C.,30-34yrs,epidemiologist,,,,,
21-May,Baltimore,30-34yrs,surgeon,,,,,
21-May,Baltimore,30-34yrs,astronaut,,,,,
21-May,Baltimore,30-34yrs,pilot,,,,,
21-May,Baltimore,30-34yrs,farmer,,,,,
21-May,Baltimore,30-34yrs,epidemiologist,,,,,
21-May,Boston,30-34yrs,pilot,,,,,
21-May,Boston,30-34yrs,farmer,,,,,
21-May,Boston,30-34yrs,epidemiologist,,,,,
21-May,Chicago,30-34yrs,pilot,,,,,
21-May,Chicago,30-34yrs,farmer,,,,,
21-May,Chicago,30-34yrs,epidemiologist,,,,,
21-May,London,30-34yrs,surgeon,,,,,
21-May,London,30-34yrs,astronaut,,,,,
21-May,London,30-34yrs,pilot,,,,,
21-May,London,30-34yrs,farmer,,,,,
21-May,London,30-34yrs,epidemiologist,,,,,
21-May,New York,30-34yrs,pilot,,,,,
21-May,New York,30-34yrs,farmer,,,,,
21-May,New York,30-34yrs,epidemiologist,,,,,
21-May,Philadelphia,30-34yrs,surgeon,,,,,
21-May,Philadelphia,30-34yrs,astronaut,,,,,
21-May,Philadelphia,30-34yrs,pilot,,,,,
21-May,Philadelphia,30-34yrs,farmer,,,,,
21-May,Philadelphia,30-34yrs,epidemiologist,,,,,
21-May,Tokyo,30-34yrs,pilot,,,,,
21-May,Tokyo,30-34yrs,farmer,,,,,
21-May,Tokyo,30-34yrs,epidemiologist,,,,,
21-May,Washington D.C.,30-34yrs,astronaut,,,,,
21-May,Washington D.C.,30-34yrs,pilot,,,,,
21-May,Washington D.C.,30-34yrs,farmer,,,,,
21-May,Washington D.C.,30-34yrs,epidemiologist,,,,,
21-Apr,Baltimore,30-34yrs,surgeon,,,,,
21-Apr,Baltimore,30-34yrs,astronaut,,,,,
21-Apr,Baltimore,30-34yrs,pilot,,,,,
21-Apr,Baltimore,30-34yrs,farmer,,,,,
21-Apr,Baltimore,30-34yrs,epidemiologist,,,,,
21-Apr,Boston,30-34yrs,pilot,,,,,
21-Apr,Boston,30-34yrs,farmer,,,,,
21-Apr,Boston,30-34yrs,epidemiologist,,,,,
21-Apr,Chicago,30-34yrs,pilot,,,,,
21-Apr,Chicago,30-34yrs,farmer,,,,,
21-Apr,Chicago,30-34yrs,epidemiologist,,,,,
21-Apr,London,30-34yrs,astronaut,,,,,
21-Apr,London,30-34yrs,pilot,,,,,
21-Apr,London,30-34yrs,farmer,,,,,
21-Apr,London,30-34yrs,epidemiologist,,,,,
21-Apr,New York,30-34yrs,pilot,,,,,
21-Apr,New York,30-34yrs,farmer,,,,,
21-Apr,New York,30-34yrs,epidemiologist,,,,,
21-Apr,Philadelphia,30-34yrs,pilot,,,,,
21-Apr,Philadelphia,30-34yrs,farmer,,,3,1,
21-Apr,Philadelphia,30-34yrs,epidemiologist,,,,,
21-Apr,Tokyo,30-34yrs,pilot,,,,,
21-Apr,Tokyo,30-34yrs,farmer,,,,,
21-Apr,Tokyo,30-34yrs,epidemiologist,,,,,
21-Apr,Washington D.C.,30-34yrs,astronaut,,,,,
21-Apr,Washington D.C.,30-34yrs,pilot,,,,,
21-Apr,Washington D.C.,30-34yrs,farmer,,,,,
21-Apr,Washington D.C.,30-34yrs,epidemiologist,,,,,
21-Mar,Baltimore,30-34yrs,surgeon,,,,,
21-Mar,Baltimore,30-34yrs,pilot,,,,,
21-Mar,Baltimore,30-34yrs,farmer,,,,,
21-Mar,Baltimore,30-34yrs,epidemiologist,,,,,
21-Mar,Boston,30-34yrs,pilot,,,,,
21-Mar,Boston,30-34yrs,farmer,,,,,
21-Mar,Chicago,30-34yrs,pilot,,,,,
21-Mar,Chicago,30-34yrs,farmer,,,,,
21-Mar,London,30-34yrs,pilot,,,,,
21-Mar,London,30-34yrs,farmer,,,,,
21-Mar,London,30-34yrs,epidemiologist,,,,,
21-Mar,New York,30-34yrs,pilot,,,,,
21-Mar,New York,30-34yrs,farmer,,,,,
21-Mar,New York,30-34yrs,epidemiologist,,,,,
21-Mar,Philadelphia,30-34yrs,pilot,,,,,
21-Mar,Philadelphia,30-34yrs,epidemiologist,,,,,
21-Mar,Tokyo,30-34yrs,pilot,,,,,
21-Mar,Washington D.C.,30-34yrs,astronaut,,,,,
21-Mar,Washington D.C.,30-34yrs,pilot,,,,,
21-Mar,Washington D.C.,30-34yrs,farmer,,,,,
21-Mar,Washington D.C.,30-34yrs,epidemiologist,,,,,
21-Feb,Baltimore,30-34yrs,surgeon,,,,,
21-Feb,Baltimore,30-34yrs,pilot,,,,,
21-Feb,Baltimore,30-34yrs,farmer,,,,,
21-Feb,Baltimore,30-34yrs,epidemiologist,,,,,
21-Feb,Boston,30-34yrs,pilot,,,,,
21-Feb,Boston,30-34yrs,farmer,,,,,
21-Feb,Chicago,30-34yrs,pilot,,,,,
21-Feb,Chicago,30-34yrs,farmer,,,,,
21-Feb,London,30-34yrs,surgeon,,,,,
21-Feb,London,30-34yrs,pilot,,,,,
21-Feb,London,30-34yrs,farmer,,,,,
21-Feb,London,30-34yrs,epidemiologist,,,,,
21-Feb,New York,30-34yrs,surgeon,,,,,
21-Feb,New York,30-34yrs,pilot,,,,,
21-Feb,New York,30-34yrs,farmer,,,,,
21-Feb,New York,30-34yrs,epidemiologist,,,,,
21-Feb,Philadelphia,30-34yrs,pilot,,,,,
21-Feb,Philadelphia,30-34yrs,epidemiologist,,,,,
21-Feb,Tokyo,30-34yrs,pilot,,,,,
21-Feb,Washington D.C.,30-34yrs,surgeon,,,,,
21-Feb,Washington D.C.,30-34yrs,astronaut,,,,,
21-Feb,Washington D.C.,30-34yrs,farmer,,,,,
21-Feb,Washington D.C.,30-34yrs,epidemiologist,,,,,
21-Jan,Baltimore,30-34yrs,surgeon,,,,,
21-Jan,Baltimore,30-34yrs,pilot,,,,,
21-Jan,Baltimore,30-34yrs,farmer,,,,,
21-Jan,Baltimore,30-34yrs,epidemiologist,,,,,
21-Jan,Boston,30-34yrs,pilot,,,,,
21-Jan,Boston,30-34yrs,farmer,,,,,
21-Jan,Boston,30-34yrs,epidemiologist,,,,,
21-Jan,Chicago,30-34yrs,pilot,,,,,
21-Jan,Chicago,30-34yrs,farmer,,,,,
21-Jan,London,30-34yrs,surgeon,,,,,
21-Jan,London,30-34yrs,pilot,,,,,
21-Jan,London,30-34yrs,farmer,,,,,
21-Jan,London,30-34yrs,epidemiologist,,,,,
21-Jan,New York,30-34yrs,surgeon,,,,,
21-Jan,New York,30-34yrs,pilot,,,,,
21-Jan,New York,30-34yrs,farmer,,,,,
21-Jan,New York,30-34yrs,epidemiologist,,,,,
21-Jan,Philadelphia,30-34yrs,surgeon,,,,,
21-Jan,Philadelphia,30-34yrs,pilot,,,,,
21-Jan,Philadelphia,30-34yrs,epidemiologist,,,,,
21-Jan,Tokyo,30-34yrs,pilot,,,,,
21-Jan,Tokyo,30-34yrs,farmer,,,,,
21-Jan,Tokyo,30-34yrs,epidemiologist,,,,,
21-Jan,Washington D.C.,30-34yrs,surgeon,,,,,
21-Jan,Washington D.C.,30-34yrs,pilot,,,,,
21-Jan,Washington D.C.,30-34yrs,farmer,,,,,
21-Jan,Washington D.C.,30-34yrs,epidemiologist,,,,,
20-Dec,Baltimore,30-34yrs,surgeon,,,,,
20-Dec,Baltimore,30-34yrs,pilot,,,,,
20-Dec,Baltimore,30-34yrs,farmer,,,,,
20-Dec,Baltimore,30-34yrs,epidemiologist,,,,,
20-Dec,Boston,30-34yrs,pilot,,,,,
20-Dec,Boston,30-34yrs,farmer,,,,,
20-Dec,Chicago,30-34yrs,pilot,,,,,
20-Dec,London,30-34yrs,pilot,,,,,
20-Dec,London,30-34yrs,farmer,,,,,
20-Dec,New York,30-34yrs,surgeon,,,,,
20-Dec,New York,30-34yrs,pilot,,,,,
20-Dec,Philadelphia,30-34yrs,surgeon,,,,,
20-Dec,Philadelphia,30-34yrs,pilot,,,,,
20-Dec,Philadelphia,30-34yrs,farmer,,,,,
20-Dec,Philadelphia,30-34yrs,epidemiologist,,,,,
20-Dec,Tokyo,30-34yrs,pilot,,,,,
20-Dec,Tokyo,30-34yrs,farmer,,,,,
20-Dec,Tokyo,30-34yrs,epidemiologist,,,,,
20-Dec,Washington D.C.,30-34yrs,surgeon,,,,,
20-Dec,Washington D.C.,30-34yrs,pilot,,,,,
20-Dec,Washington D.C.,30-34yrs,farmer,,,,,
20-Dec,Washington D.C.,30-34yrs,epidemiologist,,,,,
20-Nov,Baltimore,30-34yrs,surgeon,,,,,
20-Nov,Baltimore,30-34yrs,pilot,,,,,
20-Nov,Baltimore,30-34yrs,farmer,,,,,
20-Nov,Baltimore,30-34yrs,epidemiologist,,,,,
20-Nov,Boston,30-34yrs,pilot,,,,,
20-Nov,Boston,30-34yrs,farmer,,,,,
20-Nov,Chicago,30-34yrs,pilot,,,,,
20-Nov,Chicago,30-34yrs,farmer,,,,,
20-Nov,London,30-34yrs,pilot,,,,,
20-Nov,London,30-34yrs,farmer,,,,,
20-Nov,New York,30-34yrs,surgeon,,,,,
20-Nov,New York,30-34yrs,pilot,,,,,
20-Nov,New York,30-34yrs,farmer,,,,,
20-Nov,New York,30-34yrs,epidemiologist,,,,,
20-Nov,Philadelphia,30-34yrs,surgeon,,,,,
20-Nov,Philadelphia,30-34yrs,pilot,,,,,
20-Nov,Philadelphia,30-34yrs,epidemiologist,,,,,
20-Nov,Tokyo,30-34yrs,pilot,,,,,
20-Nov,Washington D.C.,30-34yrs,surgeon,,,,,
20-Nov,Washington D.C.,30-34yrs,pilot,,,,,
20-Nov,Washington D.C.,30-34yrs,farmer,,,,,
20-Nov,Washington D.C.,30-34yrs,epidemiologist,,,,,
20-Oct,Baltimore,30-34yrs,surgeon,,,,,
20-Oct,Baltimore,30-34yrs,pilot,,,,,
20-Oct,Baltimore,30-34yrs,farmer,,,,,
20-Oct,Baltimore,30-34yrs,epidemiologist,,,,,
20-Oct,Boston,30-34yrs,pilot,,,,,
20-Oct,Boston,30-34yrs,farmer,,,,,
20-Oct,Boston,30-34yrs,epidemiologist,,,,,
20-Oct,Chicago,30-34yrs,pilot,,,,,
20-Oct,Chicago,30-34yrs,farmer,,,,,
20-Oct,London,30-34yrs,surgeon,,,,,
20-Oct,London,30-34yrs,astronaut,,,,,
20-Oct,London,30-34yrs,pilot,,,,,
20-Oct,London,30-34yrs,farmer,,,,,
20-Oct,London,30-34yrs,epidemiologist,,,,,
20-Oct,New York,30-34yrs,surgeon,,,,,
20-Oct,New York,30-34yrs,pilot,,,,,
20-Oct,New York,30-34yrs,farmer,,,,,
20-Oct,New York,30-34yrs,epidemiologist,,,,,
20-Oct,Philadelphia,30-34yrs,pilot,,,,,
20-Oct,Philadelphia,30-34yrs,epidemiologist,,,,,
20-Oct,Tokyo,30-34yrs,pilot,,,,,
20-Oct,Tokyo,30-34yrs,epidemiologist,,,,,
20-Oct,Washington D.C.,30-34yrs,pilot,,,,,
20-Oct,Washington D.C.,30-34yrs,farmer,,,,,
20-Oct,Washington D.C.,30-34yrs,epidemiologist,,,,,
21-Sep,Baltimore,35-39yrs,surgeon,,,,,
21-Sep,Baltimore,35-39yrs,astronaut,,,,,
21-Sep,Baltimore,35-39yrs,pilot,,,,,
21-Sep,Baltimore,35-39yrs,farmer,,,,,
21-Sep,Baltimore,35-39yrs,epidemiologist,,,,,
21-Sep,Boston,35-39yrs,surgeon,,,,,
21-Sep,Boston,35-39yrs,pilot,,,,,
21-Sep,Boston,35-39yrs,farmer,,,,,
21-Sep,Boston,35-39yrs,epidemiologist,,,,,
21-Sep,Chicago,35-39yrs,pilot,,,,,
21-Sep,Chicago,35-39yrs,farmer,,,,,
21-Sep,Chicago,35-39yrs,epidemiologist,,,,,
21-Sep,London,35-39yrs,surgeon,,,1,,
21-Sep,London,35-39yrs,astronaut,,,,,
21-Sep,London,35-39yrs,pilot,,,,,
21-Sep,London,35-39yrs,farmer,,,,,
21-Sep,London,35-39yrs,epidemiologist,,,,,
21-Sep,New York,35-39yrs,pilot,,,,,
21-Sep,New York,35-39yrs,farmer,,,,,
21-Sep,New York,35-39yrs,epidemiologist,,,,,
21-Sep,Philadelphia,35-39yrs,pilot,,,,,
21-Sep,Philadelphia,35-39yrs,farmer,,,,,
21-Sep,Philadelphia,35-39yrs,epidemiologist,,,,,
21-Sep,Tokyo,35-39yrs,surgeon,,,,,
21-Sep,Tokyo,35-39yrs,astronaut,,,,,
21-Sep,Tokyo,35-39yrs,pilot,,,,,
21-Sep,Tokyo,35-39yrs,farmer,,,,,
21-Sep,Tokyo,35-39yrs,epidemiologist,,,,,
21-Sep,Washington D.C.,35-39yrs,surgeon,,,,,
21-Sep,Washington D.C.,35-39yrs,astronaut,,,,,
21-Sep,Washington D.C.,35-39yrs,pilot,,,,,
21-Sep,Washington D.C.,35-39yrs,farmer,,,,,
21-Sep,Washington D.C.,35-39yrs,epidemiologist,,,,,
21-Aug,Baltimore,35-39yrs,surgeon,,,,,
21-Aug,Baltimore,35-39yrs,astronaut,,,,,
21-Aug,Baltimore,35-39yrs,pilot,,,,,
21-Aug,Baltimore,35-39yrs,farmer,,,,,
21-Aug,Baltimore,35-39yrs,epidemiologist,,,,,
21-Aug,Boston,35-39yrs,pilot,,,,,
21-Aug,Boston,35-39yrs,farmer,,,,,
21-Aug,Boston,35-39yrs,epidemiologist,,,,,
21-Aug,Chicago,35-39yrs,pilot,,,,,
21-Aug,Chicago,35-39yrs,farmer,,,,,
21-Aug,Chicago,35-39yrs,epidemiologist,,,,,
21-Aug,London,35-39yrs,surgeon,,,,,
21-Aug,London,35-39yrs,astronaut,,,,,
21-Aug,London,35-39yrs,pilot,,,,,
21-Aug,London,35-39yrs,farmer,,,,,
21-Aug,London,35-39yrs,epidemiologist,,,,,
21-Aug,New York,35-39yrs,astronaut,,,,,
21-Aug,New York,35-39yrs,pilot,,,,,
21-Aug,Philadelphia,35-39yrs,astronaut,,,1,,
21-Aug,Philadelphia,35-39yrs,pilot,,,,,
21-Aug,Philadelphia,35-39yrs,epidemiologist,,,,,
21-Aug,Tokyo,35-39yrs,pilot,,,,,
21-Aug,Tokyo,35-39yrs,farmer,,,,,
21-Aug,Tokyo,35-39yrs,epidemiologist,,,,,
21-Aug,Washington D.C.,35-39yrs,surgeon,,,,,
21-Aug,Washington D.C.,35-39yrs,astronaut,,,,,
21-Aug,Washington D.C.,35-39yrs,pilot,,,,,
21-Aug,Washington D.C.,35-39yrs,farmer,,,,,
21-Aug,Washington D.C.,35-39yrs,epidemiologist,,,,,
21-Jul,Baltimore,35-39yrs,surgeon,,,,,
21-Jul,Baltimore,35-39yrs,pilot,,,,,
21-Jul,Baltimore,35-39yrs,farmer,,,,,
21-Jul,Baltimore,35-39yrs,epidemiologist,,,,,
21-Jul,Boston,35-39yrs,pilot,,,,,
21-Jul,Boston,35-39yrs,farmer,,,,,
21-Jul,Boston,35-39yrs,epidemiologist,,,,,
21-Jul,Chicago,35-39yrs,pilot,,,,,
21-Jul,Chicago,35-39yrs,farmer,,,,,
21-Jul,London,35-39yrs,surgeon,,,,,
21-Jul,London,35-39yrs,astronaut,,,,,
21-Jul,London,35-39yrs,pilot,,,,,
21-Jul,London,35-39yrs,farmer,,,,,
21-Jul,London,35-39yrs,epidemiologist,,,,,
21-Jul,New York,35-39yrs,surgeon,,,,,
21-Jul,New York,35-39yrs,pilot,,,,,
21-Jul,New York,35-39yrs,farmer,,,,,
21-Jul,New York,35-39yrs,epidemiologist,,,,,
21-Jul,Philadelphia,35-39yrs,astronaut,,,2,,
21-Jul,Philadelphia,35-39yrs,pilot,,,,,
21-Jul,Tokyo,35-39yrs,pilot,,,,,
21-Jul,Tokyo,35-39yrs,farmer,,,,,
21-Jul,Tokyo,35-39yrs,epidemiologist,,,,,
21-Jul,Washington D.C.,35-39yrs,surgeon,,,,,
21-Jul,Washington D.C.,35-39yrs,astronaut,,,,,
21-Jul,Washington D.C.,35-39yrs,pilot,,,,,
21-Jul,Washington D.C.,35-39yrs,farmer,,,,,
21-Jul,Washington D.C.,35-39yrs,epidemiologist,,,,,
21-Jun,Baltimore,35-39yrs,surgeon,,,,,
21-Jun,Baltimore,35-39yrs,pilot,,,,,
21-Jun,Baltimore,35-39yrs,farmer,,,,,
21-Jun,Baltimore,35-39yrs,epidemiologist,,,,,
21-Jun,Boston,35-39yrs,pilot,,,,,
21-Jun,Boston,35-39yrs,farmer,,,,,
21-Jun,Boston,35-39yrs,epidemiologist,,,,,
21-Jun,Chicago,35-39yrs,pilot,,,,,
21-Jun,Chicago,35-39yrs,farmer,,,,,
21-Jun,London,35-39yrs,surgeon,,,,,
21-Jun,London,35-39yrs,astronaut,,,,,
21-Jun,London,35-39yrs,pilot,,,,,
21-Jun,London,35-39yrs,farmer,,,,,
21-Jun,London,35-39yrs,epidemiologist,,,,,
21-Jun,New York,35-39yrs,surgeon,,,,,
21-Jun,New York,35-39yrs,astronaut,,,,,
21-Jun,New York,35-39yrs,pilot,,,,,
21-Jun,New York,35-39yrs,farmer,,,,,
21-Jun,New York,35-39yrs,epidemiologist,,,,,
21-Jun,Philadelphia,35-39yrs,pilot,,,,,
21-Jun,Philadelphia,35-39yrs,farmer,,,5,5,
21-Jun,Philadelphia,35-39yrs,epidemiologist,,,,,
21-Jun,Tokyo,35-39yrs,pilot,,,,,
21-Jun,Tokyo,35-39yrs,farmer,,,,,
21-Jun,Tokyo,35-39yrs,epidemiologist,,,,,
21-Jun,Washington D.C.,35-39yrs,astronaut,,,,,
21-Jun,Washington D.C.,35-39yrs,pilot,,,,,
21-Jun,Washington D.C.,35-39yrs,farmer,,,,,
21-Jun,Washington D.C.,35-39yrs,epidemiologist,,,,,
21-May,Baltimore,35-39yrs,astronaut,,,,,
21-May,Baltimore,35-39yrs,pilot,,,,,
21-May,Baltimore,35-39yrs,farmer,,,,,
21-May,Baltimore,35-39yrs,epidemiologist,,,,,
21-May,Boston,35-39yrs,pilot,,,,,
21-May,Boston,35-39yrs,farmer,,,,,
21-May,Boston,35-39yrs,epidemiologist,,,,,
21-May,Chicago,35-39yrs,surgeon,,,,,
21-May,Chicago,35-39yrs,astronaut,,,,,
21-May,Chicago,35-39yrs,pilot,,,,,
21-May,Chicago,35-39yrs,farmer,,,,,
21-May,Chicago,35-39yrs,epidemiologist,,,,,
21-May,London,35-39yrs,surgeon,,,,,
21-May,London,35-39yrs,astronaut,,,,,
21-May,London,35-39yrs,pilot,,,,,
21-May,London,35-39yrs,farmer,,,,,
21-May,London,35-39yrs,epidemiologist,,,,,
21-May,New York,35-39yrs,astronaut,,,,,
21-May,New York,35-39yrs,pilot,,,,,
21-May,New York,35-39yrs,farmer,,,,,
21-May,New York,35-39yrs,epidemiologist,,,,,
21-May,Philadelphia,35-39yrs,surgeon,,,,,
21-May,Philadelphia,35-39yrs,astronaut,,,,,
21-May,Philadelphia,35-39yrs,pilot,,,,,
21-May,Philadelphia,35-39yrs,farmer,,,,,
21-May,Philadelphia,35-39yrs,epidemiologist,,,,,
21-May,Tokyo,35-39yrs,pilot,,,,,
21-May,Tokyo,35-39yrs,farmer,,,,,
